Brand,Model,Variant,Fuel Type,City,Ex-Showroom Price,RTO,Insurance,On-Road Price
Maruti,Maruti Suzuki Dzire,LXI,Petrol  Base Model,Jaipur,"6,79,000","71,248","37,043",N/A
Maruti,Maruti Suzuki Dzire,VXI,Petrol,Jaipur,"7,79,000","81,373","40,620",N/A
Maruti,Maruti Suzuki Dzire,VXI AMT,Petrol,Jaipur,"8,24,000","85,930","42,230",N/A
Maruti,Maruti Suzuki Dzire,VXI CNG,CNG  Base Model,Jaipur,"8,74,000","90,992","44,019",N/A
Maruti,Maruti Suzuki Dzire,ZXI,Petrol,Jaipur,"8,89,000","92,511","44,555",N/A
Maruti,Maruti Suzuki Dzire,ZXI AMT,Petrol,Jaipur,"9,34,000","97,067","46,165",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus,Petrol,Jaipur,"9,68,999","1,00,611","47,417",N/A
Maruti,Maruti Suzuki Dzire,ZXI CNG,CNG  Top Model,Jaipur,"9,84,000","1,02,130","47,953",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus AMT,Petrol  Top Model,Jaipur,"10,14,000","1,05,167","49,027",N/A
Maruti,Maruti Suzuki Dzire,LXI,Petrol  Base Model,Patna,"6,79,000","74,650","32,978",N/A
Maruti,Maruti Suzuki Dzire,VXI,Petrol,Patna,"7,79,000","84,650","35,553",N/A
Maruti,Maruti Suzuki Dzire,VXI AMT,Petrol,Patna,"8,24,000","90,640","42,230",N/A
Maruti,Maruti Suzuki Dzire,VXI CNG,CNG  Base Model,Patna,"8,74,000","96,140","44,019",N/A
Maruti,Maruti Suzuki Dzire,ZXI,Petrol,Patna,"8,89,000","1,04,540","37,440",N/A
Maruti,Maruti Suzuki Dzire,ZXI AMT,Petrol,Patna,"9,33,999","1,02,739","46,165",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus,Petrol,Patna,"9,69,000","1,13,340","39,426",N/A
Maruti,Maruti Suzuki Dzire,ZXI CNG,CNG  Top Model,Patna,"9,84,000","1,08,240","47,953",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus AMT,Petrol  Top Model,Patna,"10,14,000","1,11,540","49,027",N/A
Maruti,Maruti Suzuki Dzire,LXI,Petrol  Base Model,Chandigarh,"6,79,000","67,900","37,043",N/A
Maruti,Maruti Suzuki Dzire,VXI,Petrol,Chandigarh,"7,79,000","77,900","40,620",N/A
Maruti,Maruti Suzuki Dzire,VXI AMT,Petrol,Chandigarh,"8,24,000","82,400","42,230",N/A
Maruti,Maruti Suzuki Dzire,VXI CNG,CNG  Base Model,Chandigarh,"8,74,000","87,400","44,019",N/A
Maruti,Maruti Suzuki Dzire,ZXI,Petrol,Chandigarh,"8,89,000","88,900","44,555",N/A
Maruti,Maruti Suzuki Dzire,ZXI AMT,Petrol,Chandigarh,"9,34,000","93,400","46,165",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus,Petrol,Chandigarh,"9,68,999","96,899","47,417",N/A
Maruti,Maruti Suzuki Dzire,ZXI CNG,CNG  Top Model,Chandigarh,"9,84,000","98,400","47,953",N/A
Maruti,Maruti Suzuki Dzire,ZXI Plus AMT,Petrol  Top Model,Chandigarh,"10,14,000","1,01,400","49,027",N/A
